pv cf,heat_demand_kW,electricity_demand_kW,T_outside
0,6.37440083333333,1.01089334666667,0.8
0,6.61113716666667,0.312465188333333,0.5
0,6.701881,0.277204166666667,-1.5
0,6.71085983333333,0.334708833333333,-2.9
0,7.878855,0.5750905,-3.6
0,6.22894733333333,1.145236165,-4.6
0,5.48354166666667,0.322628978333333,-5.3
0,4.05170916666667,0.314635625,-5.9
0,3.3210905,0.202116123333333,-6.2
0,2.746007,0.169556733333333,-6.1
0,2.76389233333333,0.122661533333333,-6.9
0,2.90739783333333,0.114925916666667,-7.2
0,3.19887583333333,0.115831,-7.7
0,4.16448933333333,0.136205516666667,-7.6
0,6.11180166666667,0.1220389,-7.8
0,7.56229166666667,0.124329683333333,-8.2
0,7.27661183333333,0.13269855,-8.1
0.00518,6.9994905,0.133952133333333,-7.8
0.01734,6.52071416666667,0.263538,-4.4
0.03696,6.128158,0.685016333333333,-1.7
0.04972,5.9057445,0.2075045,-0.5
0.04932,6.56469733333333,0.479205083333333,0.5
0.04304,5.918388,0.79060705,1.4
0.0118,5.98637733333333,1.27186628166667,1.8
0,6.9149895,0.524225438333333,1.5
0,6.42161,0.3130525,1
0,6.6625685,0.478274666666667,-1.7
0,6.73662283333333,0.676348333333333,-2.7
0,7.46785883333333,1.38888651666667,-3.5
0,7.55244333333333,0.324065876666667,-4.2
0,6.13762516666667,0.235529141666667,-4.8
0,3.922376,0.326721073333333,-4.8
0,2.8733295,0.349161166666667,-5.7
0,2.5256955,0.18043225,-5.8
0,2.5634275,0.122230916666667,-6.3
0,2.69652433333333,0.114525583333333,-6.5
0,2.96686116666667,0.115173933333333,-7.1
0,5.09011383333333,0.191482166666667,-7.3
0,5.6685145,0.143281833333333,-7.3
0,8.241475,0.134556516666667,-7.2
0.0117,6.74884033333333,0.27059975,-1.9
0.07944,6.4195695,0.123850966666667,-1.5
0.1325,6.04776783333333,0.123255516666667,0.5
0.15432,5.68368383333333,0.135946083333333,4.6
0.08454,5.477402,0.2762781,7.2
0.06982,5.3656665,0.124689333333333,8.2
0.05596,5.41688016666667,0.12078285,9.3
0.03456,5.55218566666667,0.13097235,8.8
0,5.76107116666667,0.128469583333333,9.3
0,5.95585183333333,0.12003585,7.8
0,6.17933316666667,0.121367083333333,6.5
0,6.24801633333333,0.2475191,5.5
